theta_over_pi,phi_over_pi,data,error
0.5,0.25,1.5182,0.0687733233165303
0.5,0.3125,1.4332,0.0466377529475853
0.5,0.375,1.3591,0.0572053319193237
0.5,0.4375,1.2779,0.0516918755705383
0.5,0.5,1.2161,0.058582079171023
0.5,0.5625,1.1559,0.0605179312270337
0.5,0.625,1.0865,0.0504738546180099
0.5,0.6875,1.0466,0.0646481244894235
0.5,0.75,1.0072,0.0609476004449725
0.5,0.8125,0.9567,0.045467021015237
0.5,0.875,0.9469,0.0603510563287835
0.5,0.9375,0.9159,0.0427603788570682
0.5,1,0.9037,0.0345392530318766
0.5625,0,1.633,0.0496487663492256
0.5625,0.0625,1.579,0.0192520128817742
0.5625,0.125,1.567,0.030176315215745
0.5625,0.1875,1.506,0.0370741149590925
0.5625,0.25,1.4417,0.0464407148954448
0.5625,0.3125,1.359,0.0402087055250476
0.5625,0.375,1.2927,0.0596389973088079
0.5625,0.4375,1.1974,0.0465087088618896
0.5625,0.5,1.1307,0.057564746155959
0.5625,0.5625,1.0562,0.0512937618039464
0.5625,0.625,0.9824,0.0460053257786532
0.5625,0.6875,0.9412,0.0520331625023889
0.5625,0.75,0.8963,0.0504207298638169
0.5625,0.8125,0.8469,0.0371382552094198
0.5625,0.875,0.8219,0.0352852660468927
0.5625,0.9375,0.8045,0.0353600056561081
0.5625,1,0.7964,0.0304690006399947
0.625,0,1.565,0.0217276321765626
0.625,0.0625,1.548,0.01824390309117
0.625,0.125,1.528,0.0345005797052745
0.625,0.1875,1.4619,0.0368278427280231
0.625,0.25,1.3762,0.0375694024440104
0.625,0.3125,1.3087,0.0530532751109675
0.625,0.375,1.2304,0.0657641999875311
0.625,0.4375,1.1268,0.0515485208323187
0.625,0.5,1.0521,0.0605417211516158
0.625,0.5625,0.9709,0.0536716871357702
0.625,0.625,0.9037,0.0490873710846282
0.625,0.6875,0.8485,0.0481682468022245
0.625,0.75,0.7861,0.0362066292272562
0.625,0.8125,0.7425,0.0294810108374866
0.625,0.875,0.7348,0.0447599151026898
0.625,0.9375,0.7108,0.0350463978177501
0.625,1,0.69,0.0252033727901643
0.6875,0,1.52,0.0261627597932634
0.6875,0.0625,1.487,0.0143178210632764
0.6875,0.125,1.48,0.0308292069310905
0.6875,0.1875,1.401,0.0277504954910719
0.6875,0.25,1.3218,0.0356046345297912
0.6875,0.3125,1.2322,0.0457231888651699
0.6875,0.375,1.1407,0.0479226460037424
0.6875,0.4375,1.0464,0.0423515052861171
0.6875,0.5,0.9581,0.0496397018524486
0.6875,0.5625,0.8795,0.0483392180325664
0.6875,0.625,0.8166,0.0457236262778883
0.6875,0.6875,0.7506,0.0376017286836656
0.6875,0.75,0.681,0.0205548047910945
0.6875,0.8125,0.6586,0.0326337248869937
0.6875,0.875,0.629,0.0250065991290299
0.6875,0.9375,0.6108,0.0269215527041068
0.6875,1,0.5977,0.0220988687493275
0.75,0,1.461,0.0185569394028218
0.75,0.0625,1.43,0.0152121661836834
0.75,0.125,1.388,0.0111462998344742
0.75,0.1875,1.3368,0.0204
0.75,0.25,1.2634,0.0422838030456108
0.75,0.3125,1.1616,0.0378549864614953
0.75,0.375,1.0666,0.043880861431836
0.75,0.4375,0.9732,0.0473971518131627
0.75,0.5,0.8807,0.0421545964279105
0.75,0.5625,0.7967,0.0362227828859131
0.75,0.625,0.7222,0.030319135871591
0.75,0.6875,0.6637,0.0286195737214934
0.75,0.75,0.6129,0.0270185121722126
0.75,0.8125,0.5717,0.020143733516903
0.75,0.875,0.5341,0.0142214626533279
0.75,0.9375,0.5276,0.0250139960821937
0.75,1,0.5137,0.0169118301789014
0.8125,0,1.38,0.0188151534673518
0.8125,0.0625,1.338,0.0288901367251869
0.8125,0.125,1.318,0.0110113577727726
0.8125,0.1875,1.2472,0.0125495019821505
0.8125,0.25,1.1771,0.0289088221828563
0.8125,0.3125,1.0809,0.0338824438315774
0.8125,0.375,0.9802,0.0305137673845757
0.8125,0.4375,0.8851,0.0324038577950218
0.8125,0.5,0.7911,0.0279259735730019
0.8125,0.5625,0.7221,0.0388119826857633
0.8125,0.625,0.6527,0.0352432972350772
0.8125,0.6875,0.5836,0.0244245777855012
0.8125,0.75,0.5272,0.0192065093132511
0.8125,0.8125,0.4846,0.0116764720699362
0.8125,0.875,0.4592,0.0169543504741408
0.8125,0.9375,0.4313,0.00746860093993515
0.8125,1,0.4286,0.0094031909477581
0.875,0,1.259,0.0463492179006292
0.875,0.0625,1.25,0.0397543708288787
0.875,0.125,1.222,0.0180413414135424
0.875,0.1875,1.148,0.0205302216256912
0.875,0.25,1.0967,0.0205341179503771
0.875,0.3125,0.9903,0.0186488605550044
0.875,0.375,0.9009,0.0281602556806575
0.875,0.4375,0.8112,0.034029692916628
0.875,0.5,0.7139,0.0227771815640127
0.875,0.5625,0.6301,0.0223329353198365
0.875,0.625,0.568,0.0241919408068058
0.875,0.6875,0.5199,0.029977491556166
0.875,0.75,0.4348,0.00837615663654877
0.875,0.8125,0.3877,0.00990858213873208
0.875,0.875,0.37,0.00756637297521077
0.875,0.9375,0.3452,0.00990353472251195
0.875,1,0.3281,0.0163856644662339
0.9375,0,1.16,0.0397612877055057
0.9375,0.0625,1.152,0.0408251148191896
0.9375,0.125,1.122,0.022388613177238
0.9375,0.1875,1.0634,0.0146509385364898
0.9375,0.25,1.0067,0.0221054291973713
0.9375,0.3125,0.8899,0.0112445542374965
0.9375,0.375,0.7956,0.0139014387744579
0.9375,0.4375,0.7182,0.0276394645389523
0.9375,0.5,0.6143,0.0122347864713692
0.9375,0.5625,0.5489,0.023888281646029
0.9375,0.625,0.4759,0.0144779142144164
0.9375,0.6875,0.4064,0.00781024967590665
0.9375,0.75,0.372,0.0142358701876633
0.9375,0.8125,0.3272,0.0124619420637395
0.9375,0.875,0.2898,0.00700285656000464
0.9375,0.9375,0.2687,0.00765506368360185
0.9375,1,0.2522,0.0154547727256016
1,0,1.106,0.0321179077774378
1,0.0625,1.068,0.0528246154742275
1,0.125,1.044,0.0314771345582789
1,0.1875,0.985,0.0263098840742409
1,0.25,0.911,0.0156272198423136
1,0.3125,0.834,0.0114127122105133
1,0.375,0.735,0.0140014284985497
1,0.4375,0.669,0.0330492057393216
1,0.5,0.564,0.0188679622641131
1,0.5625,0.498,0.029732137494637
1,0.625,0.4258,0.0198456544361732
1,0.6875,0.3567,0.0122441822920112
1,0.75,0.3116,0.0109603832049796
1,0.8125,0.2596,0.01171537451386
1,0.875,0.2364,0.00914166286842826
1,0.9375,0.2242,0.011458621208505
1,1,0.2123,0.00951892851112982
