theta_over_pi,phi_over_pi,data,error
0.125,0.8125,-0.111,0.0249176644170356
0.125,0.875,-0.142,0.0288506499060246
0.125,0.9375,-0.13,0.0251246890528022
0.125,1,-0.091,0.0516980657278394
0.1875,0,0.212,0.0453546028535142
0.1875,0.0625,0.236,0.0210237960416286
0.1875,0.125,0.202,0.0463383210744627
0.1875,0.1875,0.183,0.024968780506865
0.1875,0.25,0.145,0.0322832774048733
0.1875,0.3125,0.12,0.0200800896412342
0.1875,0.375,0.078,0.0250351752540301
0.1875,0.4375,0.061,0.0202605528058837
0.1875,0.5,0.015,0.0201136769388394
0.1875,0.5625,-0.044,0.0190850727009357
0.1875,0.625,-0.058,0.0364725924496738
0.1875,0.6875,-0.148,0.0224964441634673
0.1875,0.75,-0.156,0.0256337667930408
0.1875,0.8125,-0.202,0.0290036204636594
0.1875,0.875,-0.216,0.0234554897625268
0.1875,0.9375,-0.23,0.0292957334777609
0.1875,1,-0.266,0.0307349963396777
0.25,0,0.381,0.023132012450282
0.25,0.0625,0.345,0.0328024389337135
0.25,0.125,0.343,0.0251745903640953
0.25,0.1875,0.273,0.0472631992146109
0.25,0.25,0.232,0.0393040710359627
0.25,0.3125,0.177,0.0371247895616931
0.25,0.375,0.133,0.0186077940659284
0.25,0.4375,0.082,0.0157190966661574
0.25,0.5,0.002,0.0170188131196038
0.25,0.5625,-0.076,0.0160153051797335
0.25,0.625,-0.135,0.0239710241750327
0.25,0.6875,-0.224,0.0183763434883004
0.25,0.75,-0.22,0.0446448205282539
0.25,0.8125,-0.27,0.041182520563948
0.25,0.875,-0.355,0.0234093998214393
0.25,0.9375,-0.372,0.0352369124640625
0.25,1,-0.337,0.0506932934420323
0.3125,0,0.481,0.0466
0.3125,0.0625,0.495,0.0258990347310474
0.3125,0.125,0.47,0.018662529303393
0.3125,0.1875,0.395,0.0328586366120081
0.3125,0.25,0.34,0.0205182845286832
0.3125,0.3125,0.296,0.0229617072535994
0.3125,0.375,0.189,0.0130751673029449
0.3125,0.4375,0.09,0.0143178210632764
0.3125,0.5,-0.0097,0.0158685223004538
0.3125,0.5625,-0.098,0.0164304595188327
0.3125,0.625,-0.225,0.0284717403753265
0.3125,0.6875,-0.245,0.0329460164511584
0.3125,0.75,-0.341,0.019723082923316
0.3125,0.8125,-0.449,0.0310831143870752
0.3125,0.875,-0.45,0.0396227207546377
0.3125,0.9375,-0.496,0.0246260025176641
0.3125,1,-0.456,0.0636180005973152
0.375,0,0.619,0.0279206017127138
0.375,0.0625,0.615,0.0194617573718305
0.375,0.125,0.559,0.0229836898691224
0.375,0.1875,0.49,0.0302364019023429
0.375,0.25,0.426,0.0199251097863977
0.375,0.3125,0.332,0.0144779142144164
0.375,0.375,0.24,0.0110040901486674
0.375,0.4375,0.106,0.0139014387744578
0.375,0.5,0.00055,0.0111230616288862
0.375,0.5625,-0.123,0.015749285698088
0.375,0.625,-0.236,0.0122184287042156
0.375,0.6875,-0.309,0.0305915020879982
0.375,0.75,-0.418,0.0226715680975093
0.375,0.8125,-0.502,0.0187040102651811
0.375,0.875,-0.58,0.0214245186643714
0.375,0.9375,-0.597,0.0304138126514911
0.375,1,-0.659,0.0285938804641832
0.4375,0,0.695,0.04661770050099
0.4375,0.0625,0.671,0.0474469177081082
0.4375,0.125,0.678,0.0154029218007494
0.4375,0.1875,0.591,0.0130751673029449
0.4375,0.25,0.475,0.0252356890137757
0.4375,0.3125,0.38,0.0110004545360635
0.4375,0.375,0.2659,0.0105475115548645
0.4375,0.4375,0.1355,0.0109077953776187
0.4375,0.5,-0.0017,0.00945706614125121
0.4375,0.5625,-0.1315,0.00980459076147495
0.4375,0.625,-0.284,0.0194989743320001
0.4375,0.6875,-0.364,0.0209723627662693
0.4375,0.75,-0.477,0.0241679539887016
0.4375,0.8125,-0.583,0.0253789282673639
0.4375,0.875,-0.651,0.0201136769388394
0.4375,0.9375,-0.692,0.037041058300216
0.4375,1,-0.708,0.0486334247200421
0.5,0,0.811,0.0265708486879888
0.5,0.0625,0.757,0.0420862210230379
0.5,0.125,0.721,0.0304507799571703
0.5,0.1875,0.653,0.0183142021393235
0.5,0.25,0.548,0.0111803398874989
0.5,0.3125,0.4182,0.00970463806640928
0.5,0.375,0.2829,0.00860058137569781
0.5,0.4375,0.1413,0.00850705589496155
0.5,0.5,0.00046,0.00907202292766062
0.5,0.5625,-0.1448,0.0106826962888589
0.5,0.625,-0.2696,0.0173948268171891
0.5,0.6875,-0.415,0.0110290525431698
0.5,0.75,-0.536,0.0140388745987704
0.5,0.8125,-0.654,0.0165954813126947
0.5,0.875,-0.739,0.0206400096899202
0.5,0.9375,-0.803,0.0220735135399872
0.5,1,-0.805,0.0261398163727292
0.5625,0,0.921,0.0241660919471891
0.5625,0.0625,0.838,0.032927799805028
0.5625,0.125,0.811,0.014361058456813
0.5625,0.1875,0.693,0.0123454445039456
0.5625,0.25,0.58,0.0100044989879554
0.5625,0.3125,0.4389,0.00923471710449215
0.5625,0.375,0.2892,0.00841724420460759
0.5625,0.4375,0.1523,0.0076694197955256
0.5625,0.5,-0.0016,0.00706759506480104
0.5625,0.5625,-0.1488,0.00732461603089199
0.5625,0.625,-0.3045,0.0105261578935526
0.5625,0.6875,-0.4372,0.0145096519599886
0.5625,0.75,-0.566,0.0129618671494503
0.5625,0.8125,-0.697,0.0140089257261219
0.5625,0.875,-0.787,0.0372993297526913
0.5625,0.9375,-0.86,0.023132012450282
0.5625,1,-0.864,0.043651918629082
0.625,0,0.973,0.0352953254695292
0.625,0.0625,0.904,0.0204129860627983
0.625,0.125,0.85,0.0130751673029449
0.625,0.1875,0.731,0.0124354332453679
0.625,0.25,0.6062,0.00993277403347122
0.625,0.3125,0.4609,0.008989994438263
0.625,0.375,0.3114,0.0103324730824716
0.625,0.4375,0.1484,0.00689420046125727
0.625,0.5,0.001,0.00631661301648281
0.625,0.5625,-0.1428,0.0108600184161906
0.625,0.625,-0.296,0.0106075444849409
0.625,0.6875,-0.4696,0.0139946418317869
0.625,0.75,-0.597,0.0127769323391807
0.625,0.8125,-0.749,0.014624978632463
0.625,0.875,-0.845,0.0175866426585633
0.625,0.9375,-0.904,0.0231708869057703
0.625,1,-0.914,0.0525643415254105
0.6875,0,0.972,0.0230262893232931
0.6875,0.0625,0.935,0.029850293130889
0.6875,0.125,0.875,0.0142351677194194
0.6875,0.1875,0.751,0.0113265175583672
0.6875,0.25,0.6171,0.00984123975929861
0.6875,0.3125,0.4705,0.0102591422643416
0.6875,0.375,0.3166,0.00857962703152066
0.6875,0.4375,0.1517,0.00765767588763066
0.6875,0.5,0.0023,0.00874585616163449
0.6875,0.5625,-0.1511,0.00581377674149945
0.6875,0.625,-0.3136,0.00702139587261678
0.6875,0.6875,-0.4654,0.00810555365166378
0.6875,0.75,-0.616,0.0115602768132948
0.6875,0.8125,-0.765,0.0135723984615837
0.6875,0.875,-0.874,0.0166207701385946
0.6875,0.9375,-0.941,0.0301039864469808
0.6875,1,-0.969,0.0291171770609721
0.75,0,0.939,0.06810146841295
0.75,0.0625,0.955,0.0243836010466051
0.75,0.125,0.897,0.0135723984615837
0.75,0.1875,0.76,0.0124402572320672
0.75,0.25,0.6204,0.00857088093488646
0.75,0.3125,0.4636,0.0071
0.75,0.375,0.3137,0.00659241988953981
0.75,0.4375,0.1453,0.00984784240328812
0.75,0.5,0.0042,0.00516236379965612
0.75,0.5625,-0.1592,0.00993227063666714
0.75,0.625,-0.3091,0.00809197132965759
0.75,0.6875,-0.4634,0.00783390068867354
0.75,0.75,-0.6232,0.00963327566303384
0.75,0.8125,-0.755,0.015243359209833
0.75,0.875,-0.885,0.0175866426585633
0.75,0.9375,-0.953,0.0336005952328229
0.75,1,-0.996,0.0278677232654553
0.8125,0,0.976,0.0398968670449197
0.8125,0.0625,0.97,0.0242330353030734
0.8125,0.125,0.903,0.0130648383074572
0.8125,0.1875,0.757,0.0184458667456967
0.8125,0.25,0.6246,0.00998649087517735
0.8125,0.3125,0.4704,0.00838152730712008
0.8125,0.375,0.3144,0.00679558680321282
0.8125,0.4375,0.1619,0.00915259526036195
0.8125,0.5,0.0072,0.00723463889907437
0.8125,0.5625,-0.1506,0.00504876222454574
0.8125,0.625,-0.311,0.0068264192663504
0.8125,0.6875,-0.4608,0.00729931503635787
0.8125,0.75,-0.6135,0.011933147112141
0.8125,0.8125,-0.753,0.0148219431924428
0.8125,0.875,-0.896,0.0225219892549481
0.8125,0.9375,-0.955,0.0363890093297414
0.8125,1,-0.998,0.0407338925220755
0.875,0,0.99,0.036390108546142
0.875,0.0625,0.952,0.0222072060376807
0.875,0.125,0.866,0.0292726835121074
0.875,0.1875,0.751,0.0124631456703354
0.875,0.25,0.6092,0.00876641317757726
0.875,0.3125,0.4627,0.00898721313867652
0.875,0.375,0.3119,0.0100955435712992
0.875,0.4375,0.1573,0.00915860251348425
0.875,0.5,0.0023,0.00538624173241417
0.875,0.5625,-0.1541,0.00618465843842648
0.875,0.625,-0.3008,0.0057974132162543
0.875,0.6875,-0.4684,0.00961769203083566
0.875,0.75,-0.622,0.0179602338514842
0.875,0.8125,-0.755,0.0121823643025482
0.875,0.875,-0.869,0.0242074368738204
0.875,0.9375,-0.917,0.0543162038437886
0.875,1,-0.936,0.0774581177153175
0.9375,0,0.951,0.0392460189063809
0.9375,0.0625,0.948,0.0164450600485374
0.9375,0.125,0.85,0.0190536085821033
0.9375,0.1875,0.7211,0.0240840195980655
0.9375,0.25,0.5952,0.00929623579735369
0.9375,0.3125,0.4478,0.0070384657419071
0.9375,0.375,0.2986,0.00622655603042323
0.9375,0.4375,0.1533,0.00945145491445628
0.9375,0.5,0.0065,0.00904267659490264
0.9375,0.5625,-0.1404,0.006107372593841
0.9375,0.625,-0.2967,0.00662872536767064
0.9375,0.6875,-0.4404,0.00844037913840368
0.9375,0.75,-0.5857,0.0137767920794357
0.9375,0.8125,-0.724,0.0195816240388789
0.9375,0.875,-0.832,0.0387232488306444
0.9375,0.9375,-0.929,0.0390360090173162
0.9375,1,-0.946,0.0386819079157169
1,0,0.956,0.0261007662722764
1,0.0625,0.881,0.0512445119012759
1,0.125,0.843,0.0194445365077185
1,0.1875,0.705,0.0254031494110475
1,0.25,0.5967,0.00878179936004004
1,0.3125,0.4366,0.00715891053163818
1,0.375,0.2908,0.00721803297304745
1,0.4375,0.1412,0.00509901951359279
1,0.5,0.0073,0.00970463806640928
1,0.5625,-0.1449,0.00480832611206853
1,0.625,-0.2906,0.0059933296255087
1,0.6875,-0.4351,0.00796115569499807
1,0.75,-0.5967,0.00891852005660133
1,0.8125,-0.691,0.0437068644494203
1,0.875,-0.831,0.0240865107477194
1,0.9375,-0.905,0.0350891721190455
1,1,-0.964,0.0308058436014987
