theta_over_pi,phi_over_pi,data,error
0.25,0.0625,1.508,0.0182362276800878
0.25,0.125,1.509,0.0230555850066746
0.25,0.1875,1.456,0.01714322023425
0.25,0.25,1.432,0.0140911319630468
0.25,0.3125,1.385,0.0168371612809285
0.25,0.375,1.395,0.02991253917674
0.25,0.4375,1.372,0.041952830655392
0.25,0.5,1.311,0.0212659352016317
0.25,0.5625,1.279,0.0291677904545407
0.25,0.625,1.2541,0.0399215480661759
0.25,0.6875,1.2263,0.0344088651367637
0.25,0.75,1.1971,0.0286190495998733
0.25,0.8125,1.1852,0.0356770234184411
0.25,0.875,1.1747,0.0387659644533707
0.25,0.9375,1.1542,0.0320477768339708
0.25,1,1.1673,0.0436358797321653
0.3125,0,1.49,0.0234307490277199
0.3125,0.0625,1.502,0.0193297697865236
0.3125,0.125,1.493,0.0206552656724625
0.3125,0.1875,1.443,0.014560219778561
0.3125,0.25,1.418,0.0290688837074973
0.3125,0.3125,1.385,0.0431040601335884
0.3125,0.375,1.317,0.0207547584905244
0.3125,0.4375,1.26,0.0275769831562483
0.3125,0.5,1.224,0.0275281673926908
0.3125,0.5625,1.1659,0.0151604749265978
0.3125,0.625,1.1276,0.027164130760987
0.3125,0.6875,1.1025,0.034928498393146
0.3125,0.75,1.061,0.0274040143044774
0.3125,0.8125,1.0384,0.0280921697275236
0.3125,0.875,1.0335,0.0400889012071921
0.3125,0.9375,1.0162,0.0340587727318528
0.3125,1,1.0246,0.0435855480635496
0.375,0,1.514,0.0252960471220307
0.375,0.0625,1.497,0.0229836898691225
0.375,0.125,1.458,0.0209322717352895
0.375,0.1875,1.425,0.0210059515376
0.375,0.25,1.359,0.0161443488564884
0.375,0.3125,1.309,0.023176712450216
0.375,0.375,1.248,0.0216480946043758
0.375,0.4375,1.1707,0.02241985726984
0.375,0.5,1.1233,0.0317855312996338
0.375,0.5625,1.0614,0.0171353435915361
0.375,0.625,1.0182,0.0308507698445274
0.375,0.6875,0.9705,0.0256320112359527
0.375,0.75,0.9533,0.0368517299458248
0.375,0.8125,0.9195,0.0368148068037848
0.375,0.875,0.8999,0.0324776846465385
0.375,0.9375,0.8903,0.0337912710622137
0.375,1,0.8804,0.0292263579667395
0.4375,0,1.474,0.0203184645089141
0.4375,0.0625,1.455,0.017933488227336
0.4375,0.125,1.459,0.0276985559190367
0.4375,0.1875,1.391,0.0252960471220308
0.4375,0.25,1.314,0.0178832323700163
0.4375,0.3125,1.256,0.0335261092284804
0.4375,0.375,1.1797,0.0332001506020681
0.4375,0.4375,1.1024,0.0371845397981473
0.4375,0.5,1.0378,0.0384416440855488
0.4375,0.5625,0.9614,0.0206128600635623
0.4375,0.625,0.9136,0.0317052046200619
0.4375,0.6875,0.877,0.0356355159917743
0.4375,0.75,0.8441,0.0376479747131236
0.4375,0.8125,0.8082,0.0338907066907729
0.4375,0.875,0.782,0.024400819658364
0.4375,0.9375,0.7711,0.0244524027449246
0.4375,1,0.7702,0.0324636720042573
0.5,0,1.485,0.0235416651917404
0.5,0.0625,1.431,0.0184564351920949
0.5,0.125,1.406,0.0140228385143665
0.5,0.1875,1.353,0.0161443488564884
0.5,0.25,1.286,0.0291547594742266
0.5,0.3125,1.1934,0.0321068528510659
0.5,0.375,1.1095,0.0355557309023454
0.5,0.4375,1.0154,0.0312161817011627
0.5,0.5,0.9436,0.0271840026486167
0.5,0.5625,0.8724,0.0215390343330429
0.5,0.625,0.8246,0.0304685083323749
0.5,0.6875,0.7693,0.0203651663386283
0.5,0.75,0.7413,0.0318100613014185
0.5,0.8125,0.7065,0.0253211374152111
0.5,0.875,0.6822,0.0237446836154959
0.5,0.9375,0.6641,0.0189108434502536
0.5,1,0.6701,0.0267067407221473
0.5625,0,1.483,0.0262488094968135
0.5625,0.0625,1.416,0.0184067922246111
0.5625,0.125,1.403,0.0205380135358803
0.5625,0.1875,1.306,0.0210544532106631
0.5625,0.25,1.232,0.0293557490110541
0.5625,0.3125,1.1292,0.0252224106698785
0.5625,0.375,1.0274,0.0219492596686086
0.5625,0.4375,0.9433,0.0323303263206544
0.5625,0.5,0.8613,0.0256889081122573
0.5625,0.5625,0.8023,0.033734255586866
0.5625,0.625,0.732,0.0220429126931992
0.5625,0.6875,0.6881,0.0289171229550936
0.5625,0.75,0.6507,0.0258306020061476
0.5625,0.8125,0.6217,0.0263685418633644
0.5625,0.875,0.6016,0.027029613389762
0.5625,0.9375,0.5777,0.0156
0.5625,1,0.5753,0.020746083967824
0.625,0,1.465,0.0397050374637778
0.625,0.0625,1.405,0.015107613974417
0.625,0.125,1.364,0.0181041431722135
0.625,0.1875,1.272,0.0179621824954542
0.625,0.25,1.1688,0.019523319389899
0.625,0.3125,1.0655,0.0239941659575822
0.625,0.375,0.9611,0.0222144097378255
0.625,0.4375,0.8626,0.0197772596686194
0.625,0.5,0.7988,0.0304630924234556
0.625,0.5625,0.7207,0.0293233695198897
0.625,0.625,0.6572,0.0249176644170356
0.625,0.6875,0.6094,0.022528204544526
0.625,0.75,0.5698,0.0212924869378849
0.625,0.8125,0.5538,0.0301628911081149
0.625,0.875,0.5233,0.0215668727450227
0.625,0.9375,0.5073,0.0220755520882265
0.625,1,0.4999,0.0167547008329006
0.6875,0,1.405,0.0218103186588367
0.6875,0.0625,1.37,0.0210722566423247
0.6875,0.125,1.316,0.0136312141792285
0.6875,0.1875,1.22,0.0134848062648301
0.6875,0.25,1.1155,0.0185064853497362
0.6875,0.3125,1.0135,0.0239820766406916
0.6875,0.375,0.908,0.027308057419011
0.6875,0.4375,0.7999,0.0163682619724882
0.6875,0.5,0.7172,0.0173631794323504
0.6875,0.5625,0.6457,0.0162815846894583
0.6875,0.625,0.5851,0.0143178210632763
0.6875,0.6875,0.537,0.0133360413916575
0.6875,0.75,0.4968,0.00990201999594024
0.6875,0.8125,0.4641,0.0102902866821095
0.6875,0.875,0.4638,0.0216633330768836
0.6875,0.9375,0.4357,0.0146540096901837
0.6875,1,0.4293,0.0133461604965623
0.75,0,1.322,0.0490615939406782
0.75,0.0625,1.314,0.0293264385836398
0.75,0.125,1.282,0.0124723694621351
0.75,0.1875,1.178,0.0134536240470736
0.75,0.25,1.0557,0.0118444079632542
0.75,0.3125,0.9422,0.0151172087370652
0.75,0.375,0.8328,0.014800337833982
0.75,0.4375,0.7376,0.0131745967680229
0.75,0.5,0.6603,0.0163232962357484
0.75,0.5625,0.5795,0.0132075735848792
0.75,0.625,0.5327,0.021503488089145
0.75,0.6875,0.4834,0.0172325273828304
0.75,0.75,0.4299,0.00729451848993476
0.75,0.8125,0.3957,0.00613514466007119
0.75,0.875,0.3878,0.0085702975444263
0.75,0.9375,0.3713,0.00910494371207203
0.75,1,0.3716,0.0110801624536827
0.8125,0,1.286,0.0353101968275454
0.8125,0.0625,1.284,0.0198494332412791
0.8125,0.125,1.233,0.0144779142144164
0.8125,0.1875,1.117,0.0101788997440784
0.8125,0.25,1.0123,0.0195440528038582
0.8125,0.3125,0.8949,0.019192967462068
0.8125,0.375,0.7832,0.0213018778514947
0.8125,0.4375,0.6995,0.026580067720004
0.8125,0.5,0.6123,0.0225488358901297
0.8125,0.5625,0.5458,0.0266627080395071
0.8125,0.625,0.4806,0.0248760929408137
0.8125,0.6875,0.4228,0.0111830228471554
0.8125,0.75,0.3901,0.0146741268905513
0.8125,0.8125,0.3573,0.0115602768132947
0.8125,0.875,0.3315,0.0102342562016006
0.8125,0.9375,0.3138,0.00588557558782486
0.8125,1,0.317,0.0136473440639562
0.875,0,1.241,0.0347355725445832
0.875,0.0625,1.207,0.025401771591761
0.875,0.125,1.133,0.03464462440264
0.875,0.1875,1.052,0.0100244700608062
0.875,0.25,0.9354,0.00927200086281271
0.875,0.3125,0.8223,0.0118105884696742
0.875,0.375,0.7218,0.0129807549857472
0.875,0.4375,0.6187,0.0141739197119216
0.875,0.5,0.5403,0.0147146185815332
0.875,0.5625,0.476,0.0152200525623271
0.875,0.625,0.415,0.0107712580509428
0.875,0.6875,0.3596,0.00676017751246223
0.875,0.75,0.3115,0.0113718951806636
0.875,0.8125,0.2892,0.00610327780786685
0.875,0.875,0.2647,0.00916787870774913
0.875,0.9375,0.2632,0.00657647321898295
0.875,1,0.2545,0.00763216876123688
0.9375,0,1.158,0.0346538598138793
0.9375,0.0625,1.154,0.0154987096237074
0.9375,0.125,1.067,0.0201603571396937
0.9375,0.1875,0.98,0.0129849913361542
0.9375,0.25,0.8725,0.00983717439105357
0.9375,0.3125,0.7642,0.016398170629677
0.9375,0.375,0.6681,0.0240759215815304
0.9375,0.4375,0.5678,0.0248895560426456
0.9375,0.5,0.4806,0.0111072048689128
0.9375,0.5625,0.4163,0.00919238815542511
0.9375,0.625,0.369,0.0169941166289984
0.9375,0.6875,0.3237,0.0157429349233236
0.9375,0.75,0.2812,0.0132740348048361
0.9375,0.8125,0.2354,0.00857962703152066
0.9375,0.875,0.2248,0.00848645980371084
0.9375,0.9375,0.1977,0.00732393336944023
0.9375,1,0.2019,0.00756637297521078
1,0,1.114,0.0295255821280461
1,0.0625,1.05,0.0555630272753383
1,0.125,1.019,0.0250391693152949
1,0.1875,0.915,0.0264007575648881
1,0.25,0.825,0.0102610915598683
1,0.3125,0.6999,0.012149485585818
1,0.375,0.597,0.00981274681218261
1,0.4375,0.5208,0.0152895389073706
1,0.5,0.442,0.015071164520368
1,0.5625,0.3748,0.0147122398022871
1,0.625,0.3036,0.0119753914341035
1,0.6875,0.275,0.0102396288995256
1,0.75,0.2234,0.011180339887499
1,0.8125,0.2019,0.00794292137692424
1,0.875,0.1762,0.00991564420499243
1,0.9375,0.168,0.00805294977011529
1,1,0.1687,0.00755049667240507
